,date,director,genres,keywords,metascore,n critics,n users,name,ratings,votes
0,15 November 2019,James Mangold,"['Action', 'Biography', 'Drama', 'Sport']","['based on book', 'motor sports', 'racecar', 'racecar driver', 'based on true story', '24 hours le mans race', 'automobile', 'singing in a car', 'englishman abroad', 'englishwoman abroad', 'american abroad', 'year 1966', 'indy 500', 'husband wife relationship', 'father son relationship', 'mother son relationship', 'boy', 'friendship', 'friend', 'punched in the face', 'fight', 'car racing', 'automobile mechanic', 'wrench', 'throwing a wrench at someone', 'time watch', 'pit stop', 'reference to sophia loren', 'reference to monica vitti', 'reference to steve mcqueen the actor', 'reference to henry ford', 'ford mustang', 'ford motor company', 'assembly line', 'automobile manufacturing', 'automobile designing', 'italy', 'italian', 'subtitled scene', 'subjective camera', 'watching tv', 'listening to a radio', 'ken miles character', 'rain', 'reckless driving', 'driving in the rain', 'car explosion', 'death of husband', 'groceries', 'sportswear', 'telephone', 'telephone call', 'ferrari', 'newspaper', 'newspaper headline', 'reference to fiat automobiles', 'based on real people', 'male friendship', 'male bonding', 'death of friend', 'death of father', 'reference to adolf hitler', 'reference to franklin d. roosevelt', 'reference to world war ii']",81,211.0,356,Ford v Ferrari,8.3,"25,378"
1,7 December 2018,Andy Serkis,"['Adventure', 'Drama', 'Fantasy']","['jungle book', 'one word title', 'showdown', 'final showdown', 'fight to the death', 'fight', 'chase', 'running', 'slow motion scene', 'coming of age', 'feral child', ""child's point of view"", 'banishment', 'hope', 'fear', 'danger', 'paranoia', 'panic', 'fish out of water', 'metaphor', 'survival', 'montage', 'training', 'training montage', 'no opening credits', 'prologue', 'little boy', 'baby', 'altered version of studio logo', 'flashback', 'flash forward', 'fade to black', 'subjective camera', ""character's point of view camera shot"", 'jungle', 'rainforest', 'heavy rain', 'revenge', 'near death experience', 'combat', 'rifle', 'hunter', 'hunting', 'tree', 'talking animal', 'part computer animation', 'law of the jungle', 'surrealism', 'dark fantasy', 'council', 'murder', 'death', 'violence', 'brutality', 'mercilessness', 'kidnapping', 'hostage', 'rescue', 'escape', 'deception', 'betrayal', 'ambush', 'corpse', 'blood', 'double cross', 'teacher', 'mentor', 'teacher student relationship', 'wolf', 'wolf pack', 'leader', 'leadership', 'villain', 'scar', 'caged human', 'knife', 'knife throwing', 'bitten in the leg', 'stabbed in the chest', 'shot in the chest', 'stabbed in the head', 'stabbed to death', 'fire', 'aerial shot', 'waterfall', 'cave', 'barefoot', 'bare chested male', 'loss of friend', 'animal kingdom', 'outcast', 'animal attack', 'animal killing', 'close up of eyes', 'village', 'face paint', 'elephant', 'tiger', 'panther', 'albino', 'bear', 'monkey', 'python', 'snake', 'giant snake', 'voice over narration', 'ritual', 'dance', 'bravery', 'courage', 'deer', 'death threat', 'hyena', 'loincloth', 'directed by co star', 'jumping from a tree', 'jumping from height', 'falling from height', 'severed head', 'beard', 'tribe', 'tribal dance', 'telescopic rifle', 'menace', 'india', 'baloo character', 'shere khan character', 'mowgli character', 'orphan', 'cow', 'cattle', 'cub', 'adoptive mother', 'adoptive father', 'adopted son', 'father figure', 'cgi', 'bird', 'friendship', 'parrot', 'mother son relationship', 'father son relationship', 'race', 'scorpion', 'child in peril', 'destiny', 'attempted murder', 'underwater scene', 'pit', 'tusk', 'initiation rite', 'trial', 'villain not really dead cliche', 'hunt', 'bullet wound', 'knocked out', 'challenge', 'self sacrifice', 'warrior', 'netflix', 'death of friend', 'based on novel', 'character name in title', 'title spoken by character', 'surprise ending']",51,108.0,464,Mowgli: Legend of the Jungle,6.5,"49,427"
2,21 April 2017,Terry George,"['Action', 'Adventure', 'Drama', 'History', 'War']","['love triangle', 'armenian genocide', 'medical school', 'belly dancer', 'woman drowned', 'genocide', 'ottoman empire', 'church', 'orphanage', 'execution by firing squad', 'wedding', 'world war one', 'turkey the country', '1910s', 'constantinople turkey', 'mass murder', 'military execution', 'massacre survivor', 'surviving the holocaust', 'army general', 'military headquarters', 'forced marriage', 'laundromat', 'grandfather', 'dating', 'ruin', 'sabotage', 'connection', 'news anchor', 'loneliness', 'soldier', 'no opening credits', 'medical student', 'journalist']",49,218.0,727,The Promise,5.9,"165,274"
3,4 March 2016,Terrence Malick,"['Drama', 'Romance']","['tarot cards', 'movie industry', 'brother brother relationship', 'father son relationship', 'man wearing a speedo swimsuit', 'man holding a baby', 'walking on a beach', 'costume party', 'woman wearing a string bikini', 'public aquarium', 'tarot card', 'pier', 'desert', 'playing harp', 'woman wearing black lingerie', 'woman wearing mismatched lingerie', ""close up of a woman's butt"", 'bare breasts', 'woman wearing a thong', 'woman wearing a see through blouse', 'dog retrieves object', 'mansion', 'ice sculpture', 'public nudity', 'woman wearing a one piece swimsuit', 'photo shoot', 'exotic dancer', 'voice over narration', 'very little dialog', 'riding in a shopping cart', 'man in a cage', 'wind farm', 'toe sucking', 'husband wife relationship', 'writer', 'love', 'self discovery', 'reference to jeff daniels', 'reference to elvis presley', 'reference to pink floyd', 'reference to john lennon', 'trippy', 'fantasies', 'theatre', 'visual art', 'non linear', 'design', 'sculpture', 'architecture', 'performance', 'dance', 'photography', 'video art', 'experimental film', 'symphonic film', 'extramarital affair', 'actor shares first name with character', 'reference to carrot top', 'myth', 'filmmaking', 'city symphony', 'actor playing himself', 'actress shares first name with character', 'abortion', 'three word title']",53,258.0,156,Knight of Cups,5.7,"22,940"
4,20 December 2013,David O. Russell,"['Crime', 'Drama']","['con artist', 'based on true story', 'drunk wife', 'wife meets mistress', 'sting operation', 'hair in curlers', 'sexual attraction', 'fbi investigation', 'husband wife relationship', 'adult lives at home', 'woman kissing woman', 'romantic triangle', 'burger king', 'year 1978', 'hot tub', 'camera shot of feet', 'woman wearing a red bikini', 'showing off cleavage', 'exotic dancer', 'woman wearing pasties', 'woman wearing a one piece swimsuit', 'trying on clothes', 'bare breasts', 'handcuffed woman', 'upskirt', 'forgery', 'wearing a wire', 'kissing in public', 'woman sitting on a toilet', 'woman wears a slip', 'casino', 'lesbian kiss', 'pokies', 'scantily clad female', 'fbi agent', 'extramarital affair', 'female female kiss', 'atlantic city new jersey', 'u.s. congressman', 'u.s. senator', 'video surveillance', 'adulterous husband', 'wives and girlfriends', 'italian mafia', 'strip club', 'deception', 'toupee', 'reel to reel tape recorder', 'twenty dollar bill', 'breaking a window', 'bracelet', 'record player', 'suspicious', 'voice over narration', 'narrated by multiple characters', 'dry cleaner', 'art fence', 'comb over', 'window glass business', 'con man', 'sun lamp burn', 'cup of tea', 'woman arrested', 'solitary confinement', ""adopting wife's son"", 'whispering', 'art museum', 'disco', 'strobe light', 'sing along', 'ten dollar bill', 'microwave explosion', 'man holding an umbrella', 'dassault falcon 50 business jet', 'tear on cheek', 'office safe', 'character says i love you', 'fifty dollar bill', 'nail polish', ""shirt pulled over someone's head"", 'heart condition', 'neck brace', 'turning the tables', '1970s', 'seductive', 'nightclub', 'camden new jersey', 'corrupt politician', 'marital problem', 'briefcase of money', 'suitcase of money', 'surveillance', 'false accusation', 'stolen money', 'investigation', 'death threat', 'desperation', 'employer employee relationship', 'urban decay', 'fight the system', 'moral dilemma', 'femme fatale', 'social decay', 'political corruption', 'press conference', 'mafia boss', 'mob boss', 'crime boss', 'undercover agent', 'hidden camera', 'double cross', 'mexican standoff', 'held at gunpoint', 'interrogation', 'career criminal', 'art gallery', 'art forger', 'loan shark', 'secret recording', 'money transfer', 'reference to jesus christ', 'reference to jimmy carter', 'reference to richard nixon', 'reference to cosmopolitan magazine', 'reference to duke ellington', 'long island new york', 'luxury hotel', 'betrayal of husband', 'dual identity', 'double identity', 'false identity', 'new identity', 'true identity revealed', 'execution', 'reference to meyer lansky', 'entrapment', 'adopted son', 'father son relationship', 'mother son relationship', 'manipulation', 'police investigation', 'fraud', 'organized crime', 'cigar smoking', 'woman smoker', 'man wearing a bow tie', 'bare chested male']",90,553.0,798,American Hustle,7.2,"425,372"
5,20 July 2012,Christopher Nolan,"['Action', 'Thriller']","['dc comics', 'batman character', 'terrorist plot', 'bruce wayne character', 'cave in', 'self sacrifice', 'female villain', 'third part', 'written by director', 'no title at beginning', 'based on comic book', 'warrior', 'villainess', 'sequel', 'hero', 'bravery', 'courage', 'near death experience', 'cell phone', 'evil woman', 'selina kyle character', 'part of series', 'famous score', 'key', 'exploding building', 'wealth', 'hallucination', 'assassination attempt', 'aircraft', 'city hall', 'limousine', 'fire', 'waterfall', 'motorcycle chase', 'motorcycle', 'warlord', 'showdown', 'police chase', 'trapped', 'cave', 'flare', 'imprisonment', 'flood', 'captain', 'collapsed bridge', 'thug', 'airplane', 'explosion', 'destruction', 'neo noir', 'opening action scene', 'terrorist', 'mysterious woman', 'suspense', 'police officer', 'lawlessness', 'dungeon', 'hand to hand combat', 'action hero', 'vigilante', 'deception', 'fictional city', 'super villain', 'vigilantism', 'superhero', 'vigilante justice', 'cape', 'film with ambiguous title', 'survival', 'epic battle', 'female thief', 'desperation', 'vault', 'hatred', 'anger', 'montage', 'unemployment', 'die hard scenario', 'social decay', 'urban decay', 'masked villain', 'night', 'stockbroker', 'man fights a woman', 'jailbreak', 'surveillance footage', 'cell phone trace', 'heroine', 'superhero crying', 'good man', 'motor vehicle', 'aerial camera shot', 'child in jeopardy', 'city in jeopardy', 'mayor character', 'alfred pennyworth character', 'james gordon character', 'lucius fox character', ""ra's al ghul character"", 'talia al ghul character', 'thomas wayne character', 'catwoman character', 'lens flare', 'vehicle', 'psychotronic film', 'american football game', 'american football ball', 'doritos', 'under armour', 'sprint corporation', 'lamborghini', 'budweiser', 'batcycle', 'batplane', 'football helmet', 'american football jersey', 'samsung', 'high definition television', 'city', 'thief', 'manor', 'anarchy', 'police', 'exile', 'butler', 'mercenary', 'exploding bridge', 'mercilessness', 'rookie', 'protest', 'broken leg', 'danger', 'mugshot', 'panic', 'neutron bomb', 'bulletproof vest', 'exploding car', 'roadblock', 'car explosion', 'building explosion', 'bridge explosion', 'revolution', 'bane character', 'screaming', 'injection', 'hypodermic needle', 'bankruptcy', 'manor house', 'loss of fortune', 'cane', 'water', 'looking at oneself in a mirror', 'strongman', 'paranoia', 'knocked out with a gun butt', 'body bag', 'blood transfusion', 'pit', 'hidden door', 'sports car', 'elevator', 'ipad', 'computer cracker', 'disarming someone', 'letter', 'seduction', 'corporate executive', 'tow truck', 'bodyguard', 'lawyer', 'booby trap', 'engineer', 'american flag', 'construction worker', 'false accusation', 'motorcycle stunt', 'gadget car', 'attempted robbery', 'mission', 'metal detector', 'police raid', 'garbage truck', 'trial', 'doctor', 'recovery', 'bat cave', 'hit in the face', 'helmet', 'shoeshine', 'stocktrader', 'american football', 'sabotage', 'cemetery', 'stadium', 'male female relationship', 'ice', 'bridge collapse', 'cia', 'last will and testament', 'guerilla warfare', 'head butt', 'winter', 'training', 'police shootout', 'fusion reactor', 'experimental technology', 'army', 'street shootout', 'letter of resignation', 'destruction of a bridge', 'terrorist attack', 'police officer shot in the chest', 'police officer shot in the back', 'cafe', 'riot', 'graveyard', 'funeral', 'mushroom cloud', 'rocket', 'missile', 'car accident', 'car crash', 'revelation', 'impalement', 'truck', 'school bus', 'bus', 'rescue attempt', 'escape attempt', 'evacuation', 'gasoline', 'psychopath', 'sociopath', 'snow', 'massacre', 'chaos', 'looting', 'armored car', 'national guard', 'tank', 'soldier', 'u.s. president', 'detonator', 'star spangled banner', 'rope', 'desert', 'jail cell', 'ambush', 'subway', 'fireplace', 'press conference', 'offscreen killing', 'security camera', 'surveillance', 'newspaper clipping', 'newspaper headline', 'bound and gagged', 'jumping from height', 'jumping from a rooftop', 'on the run', 'assassin', 'pickpocket', 'boardroom', 'employee dismissal', 'corporate corruption', 'conspiracy', 'armory', 'computer', 'gas mask', 'media coverage', 'news report', 'parking garage', 'power outage', 'shaving', 'leg brace', 'laptop', 'ambulance', 'apartment', 'flash drive', 'fighter jet', 'pentagon', 'satellite', 'nuclear threat', 'knocked out', 'security guard', 'carjacking', 'construction site', 'taxi', 'stealing a car', 'tunnel', 'gas explosion', 'swat team', 'sewer', 'corpse', 'rooftop', 'necklace', 'football stadium', 'ball', 'mansion', 'safe', 'crashing through a window', 'jumping through a window', 'explosive decompression', 'hand grenade', 'bomb', 'scientist', 'photograph', 'face mask', 'burglary', 'costumed hero', 'memorial', 'revenge', 'coming out of retirement', 'rookie cop', 'police station', 'car motorcycle chase', 'police vigilantism', 'foot chase', 'exploding airplane', 'exploding body', 'prison riot', 'prison guard', 'subterranean', 'hidden room', 'corrupt businessman', 'strangulation', 'knocked out with gun butt', 'siege', 'hostile takeover', 'henchman', 'terrorist group', 'knife', 'interrogation', 'torture', 'double cross', 'duel', 'beaten to death', 'beating', 'punched in the chest', 'punched in the face', 'kicked in the stomach', 'kicked in the face', 'combat', 'gunfight', 'fistfight', 'sawed off shotgun', 'rifle', 'sniper rifle', 'sniper', 'shotgun', 'pistol whip', 'pistol', 'held at gunpoint', 'escape', 'kidnapping', 'hostage', 'rescue', 'airplane hijacking', 'mid air transfer', 'stabbed in the back', 'hummer', 'night cityscape', 'grand piano', 'home safe', 'tracking device', 'pearl necklace', 'chanting', 'bridge', 'isolation', 'chase', 'release from prison', 'show trial', 'stabbed in the chest', 'congressman', 'loyalty', 'nuclear explosion', 'battle', 'shootout', 'hospital', 'shot in the leg', 'falling from height', 'broken back', 'betrayal', 'tyranny', 'orphan', 'orphanage', 'hope', 'court', 'execution', 'falling through ice', 'hanged man', 'brawl', 'neck breaking', 'prison escape', 'shot to death', 'shot in the back', 'shot in the chest', 'police detective', 'police commissioner', 'faked death', 'fresh start', 'gas', 'analgesic', 'cia agent', 'priest', 'physicist', 'nuclear physicist', 'russian', 'mayor', 'armorer', 'presumed dead', 'confidant', 'criminal underworld', 'socialite', 'billionaire', 'italy', 'helicopter', 'crash', 'blockade', 'disguise', 'special forces', 'judge', 'court trial', 'prisoner', 'police department', 'prison', 'heist', 'burglar', 'cat burglar', 'nuclear bomb', 'prison officer', 'walkie talkie', 'apple', 'rumble', 'suicide', 'explosive', 'trap', 'national anthem', 'time bomb', 'race against time', 'statue', 'stock exchange', 'hospital bed', 'dance', 'fingerprint', 'manhole', 'walking cane', 'hostage situation', 'chef', 'maid', 'bow and arrow', 'swat', 'investigation', 'theft', 'robbery', 'secret room', 'secret door', 'piano', 'kitchen', 'football', 'football field', 'commissioner', 'master thief', 'underground', 'flashback', 'hostage taker', 'cover up', 'fugitive', 'death', 'brutality', 'terrorism', 'death of child', 'cult film', 'tragic villain', 'costume', 'one man army', 'tough guy', 'electronic music score', 'ninjitsu', 'sequel to cult favorite', 'masked man', 'blockbuster', 'four word title', 'one woman army', 'tough girl', 'female warrior', 'suit and tie', 'no opening credits', 'title at the end', 'altered version of studio logo', '2010s', 'product placement', 'female security guard', 'scarecrow character', 'harvey dent character', 'sequel to a reboot', 'end of trilogy', ""character repeating someone else's dialogue"", ""character's point of view camera shot"", 'subjective camera', 'young version of character', 'character appears on front page of a newspaper', 'claim in title', 'appeared on tv news', 'returning character killed off', 'gotham', 'final showdown', 'renewable energy', 'urban warfare', 'battlefield', 'tattoo', 'tragic event', 'shooting a police officer', 'murder of a police officer', 'murder of an innocent person', 'murder of a hostage', 'murder of a child', 'blindness', 'american abroad', 'dark heroine', 'christ allegory', 'human monster', 'recluse', 'social commentary', 'fight the system', 'urban setting', 'party', 'nuclear war', 'quitting job', 'evil man', 'fight to the death', 'fictional war', 'class differences', 'commando mission', 'commando unit', 'commando', 'coup', 'epic', 'final battle', 'dead boy', 'barefoot', 'homelessness', 'tragic hero', 'haunted by the past', 'dark hero', 'home invasion', 'u.s. army', 'military', 'filmed killing', 'watching tv', 'one against many', 'gadgetry', 'gadget', 'airport', 'bar', 'bloody body of child', 'airplane accident', 'good versus evil', 'masked hero', 'redemption', 'ak 47', 'super strength', 'muscleman', 'mixed martial arts', 'martial arts', 'gatling gun', 'anti heroine', 'action heroine', 'crime fighter', 'anti hero', 'reference to robin hood', 'm109 paladin self propelled howitzer', 'lambourgini gallardo', 'uzi', 'little black dress', 'compound bow', 'c 130 hercules', 'city state', 'femme fatale', 'heroism', 'machine gun', 'bare chested male', 'reluctant hero', 'masked vigilante', 'high tech suit', 'father figure', 'detective', 'hostage drama', 'inheritance', 'tribute', 'footballer', 'district attorney', 'escalation', 'legend', 'surprise ending']",78,837.0,2880,The Dark Knight Rises,8.4,"1,422,218"
6,17 December 2010,David O. Russell,"['Biography', 'Drama', 'Sport']","['boxing', 'boxer', 'girl in panties', 'scantily clad female', 'panties', 'nipples visible through clothing', 'black bra and panties', 'black panties', 'black bra', 'fellatio', 'oral sex in a car', 'woman in bra and panties', 'catfight', 'crack cocaine', 'prostitute', 'see through bra', 'based on true story', '1990s', 'fight', 'boxing match', 'lowell massachusetts', 'unreliability', 'domineering mother', 'boxing trainer', 'bartender', 'anger', 'drug addiction', 'training', 'fighting movie', 'trust', 'budweiser', 'freeze frame', 'ends with real life footage', 'brother brother hug', 'title bout', 'title fight', 'boxing knockout', 'technical knockout', 'boxing ko', 'prisoner', 'adidas clothing', 'watching self on tv', 'watching boxing on tv', 'applause', 'intercom', 'resisting arrest', 'running from the police', 'parent grown child relationship', 'embarrassment', 'movie date', 'welterweight boxer', 'giving the finger', 'calling parent by first name', 'thinness', 'boxing movie', 'church bells', 'knocked out', 'black eye', 'redemption', 'loyalty', 'police brutality', 'home movie', 'shame', 'python', 'convict', 'jumping from a window', 'ex husband ex wife relationship', 'manipulation', 'apartment', 'drug withdrawal', 'cambodian', 'arrest', 'foot chase', 'bandaged hand', 'court', 'assault on police officer', 'broken hand', 'impersonating a police officer', 'robbery', 'college dropout', 'singing in a car', 'falling asleep in a movie theatre', 'london england', 'new hampshire', 'father daughter relationship', 'atlantic city new jersey', 'limousine', 'crack house', 'police sergeant', 'interview', 'irish american', 'blue collar worker', 'jumping rope', 'gym', 'boxing gloves', 'gash in the face', 'blood', 'beating', 'punched in the stomach', 'punched in the face', 'falling from height', 'ex boxer', 'family relationships', 'drug addict', 'boxing manager', 'shadow boxing', 'documentary crew', 'father son relationship', 'husband wife relationship', 'sister sister relationship', 'brother sister relationship', 'mother daughter relationship', 'singing', 'press conference', 'what happened to epilogue', 'female bartender', 'strategy', 'movie theater', 'bruise', 'prison visit', 'chase', 'boyfriend girlfriend relationship', 'telephone', 'garbage dumpster', 'american abroad', 'boxing ring', 'criminal', 'male female relationship', 'bar', 'large family', 'cake', 'release from prison', 'watching tv', 'documentary filmmaking', 'drug use', 'police arrest', 'prison', 'boxer shorts', 'mother son relationship', 'underdog', 'half brother half brother relationship', 'reference to hbo', 'character appears on tv', 'character is the subject of a documentary', 'reference to the new york times', 'reference to sugar ray leonard', 'scene during opening credits', 'scene before opening credits', 'slow motion scene', ""character repeating someone else's dialogue"", 'actor playing himself', 'scene during end credits', 'interracial kiss', 'reference to mtv', 'cigarette smoking', 'hairy chest', 'male underwear', 'bare chested male', 'two word title']",79,407.0,427,The Fighter,7.8,"321,824"
7,21 May 2009,McG,"['Action', 'Sci-Fi']","['human versus cyborg', 'skynet', 'machine', 'future', 'rescue', 'the terminator character', 'child in danger', 'fairchild republic a 10 thunderbolt ii', '7 eleven store', 'death row', 'army', 't 800', 'half human', 'killer cyborg', 'humanoid cyborg', 'sequel to cult film', 'long take', 'year 2018', 'a10 warthog', 'alternate timeline', 'pg 13 sequel to r rated franchise', 'prequel and sequel', 'golden gate bridge', 'elongated cry of no', 'dark future', 'bleak future', 'two word title', 'thinking about the future', 'war zone', 'tape player', 'radio broadcast', 'remote detonator', 'second chance', 'film ends with voice over', 'grabbed by the throat', 'lifted by the throat', 'jumping into water', 'knocked off a motorcycle', 'hit on the head with a gun butt', 'hit with a gun butt', 'a 10 thunderbolt aircraft', 'griffith observatory', 'shootout', 'gunfight', 'robot', 'kiss', 'rescue mission', 'siege', 'fistfight', 'male female relationship', 'brawl', 'grenade', 'explosion', 'pistol', 'machine gun', 'martial arts', 'mixed martial arts', 'disarming someone', 'tough girl', 'car chase', 'ambush', 'battle', 'future war', 'hand to hand combat', 'combat', 'violence', 'blood splatter', 'blood', 'tough guy', 'action hero', 'hero', 'megacorporation', 'cyberpunk', 'laser', 'assembly line', 'axe', 'anti hero', 'exploding motorcycle', 'bridge', 'landmine', 'gatling gun', 'flare', 'returning character with different actor', 'british actor playing american character', 'war wound', 'subjective camera', 'post apocalypse', 'bare chested male', 'scarface', 'prophecy', 'facial scar', ""character repeating someone else's dialogue"", 'christ allegory', 'uh 1 huey helicopter', 'shot in the groin', 'attempted rape', 'one man army', 'motorcycle', 'molten metal', 'lone survivor', 'killer robot', 'human harvesting', 'helicopter', 'gas station', 'gang rape attempt', 'flash drive', 'female pilot', 'carrot', 'band aid', 'giant robot', 'voice changer', 'trap', 'transforming robot', 'torn in half', 'threatened with a knife', 'submarine', 'stabbed in the neck', 'stabbed in the back', 'shotgun', 'shot in the shoulder', 'shot in the leg', 'shot in the head', 'shot in the hand', 'shot in the chest', 'shot in the back', 'shot in the arm', 'severed head', 'self sacrifice', 'search for father', 'scratching face', 'scar', 'san francisco california', 'running out of gas', 'revelation', 'punched in the face', 'punched in the stomach', 'pregnancy', 'mute child', 'mushroom cloud', 'mine field', 'melting face', 'lethal injection', 'knocked out with a gun butt', 'jumping from a helicopter', 'impalement', 'husband wife relationship', 'hanging upside down', 'hit by a car', 'helicopter crash', 'held at gunpoint', 'heart surgery', 'head ripped off', 'head butt', 'grenade launcher', 'gash in the face', 'foot blown off', 'falling from height', 'exploding truck', 'exploding plane', 'exploding helicopter', 'exploding gasoline station', 'exploding car', 'exploding building', 'exploding body', 'death of brother', 'death list', 'crushed to death', 'child with a gun', 'burnt face', 'part of trilogy', 'devastated landscape', 'chaos', 'strategy', 'shot to death', 'ruins', 'resistance fighter', 'research and development department', 'radio', 'radiation', 'medic', 'infantry', 'heroism', 'gun', 'desaturated colors', 'declaration of war', 'corpse', 'blockbuster', 'uniform', 'soldier', 'social commentary', 'smoke', 'pilot', 'military', 'military officer', 'mass murder', 'major', 'lieutenant', 'genocide', 'general', 'destiny', 'colonel', 'captain', 'bomb attack', 'minigun', 'good versus evil', 'fate', 'chase', 'alternate future', 'artificial intelligence', 'los angeles california', 'fictional war', 'leader', 'desert', 'reboot of series', 'firearm', 'nuclear war', 'the terminator', 'sequel', 'sequel to cult favorite', 'fourth part', 'character name in title', 'surprise ending']",49,436.0,1043,Terminator Salvation,6.5,"328,776"
8,7 December 2007,Todd Haynes,"['Biography', 'Drama', 'Music', 'Western']","['bare butt', 'voyeur', 'female voyeur', 'voyeurism', '1960s', 'actor', 'reporter', 'riding the rails', 'horseback riding', 'faked death', 'reference to lee harvey oswald', 'year 1964', 'reference to arthur rimbaud', 'magazine', 'underwear', 'panties', 'dancer', 'male objectification', 'male full frontal nudity', 'hairy chest', 'cfnm', 'cfnm scene', 'clothed female naked male', 'paul mccartney character', 'john lennon character', 'george harrison character', 'looking at oneself in a mirror', 'john f. kennedy assassination', 'androgyny', 'singing', 'marriage', 'folk music', 'singer', 'rally', 'french', 'outlaw', 'love', 'folk singer', 'troubadour', 'song', 'interview', 'protest', 'hobo', 'artist', '1970s', 'musician', 'watching tv', 'american flag', '20th century', '19th century', 'reference to judas iscariot', 'black panther party', 'peace treaty', 'peace negotiation', 'paris peace accords', 'year 1974', 'year 1973', 'year 1968', 'year 1963', 'year 1959', 'pubic hair', 'male pubic hair', 'looking at the camera', 'first person title', 'claim in title', 'apostrophe in title', 'radical', 'washing dishes', 'cruelty', 'flowers', 'theft', 'thief', 'bible study', 'elevator', 'bible', 'liberal', 'tv show', 'disco cage dancer', 'holy vision', 'eyeglasses', 'golf cart', 'airplane stewardess', 'estate sale', 'park', 'playground', 'pills', 'axe', 'traffic jam', 'fast motion scene', 'labor union', 'jumping onto a train', 'lynching', 'stiltwalker', 'giraffe', 'ostrich', 'coffin', 'circular staircase', 'handmade greeting card', 'greeting card', 'contradiction', 'enigma', 'dust bowl', 'tumbleweed', 'trestle', 'newport rhode island', 'exile', 'woodstock', 'fascist', 'lawlessness', 'dead horse', 'black liberation army', 'girl', 'boy', 'rifle', 'dog', 'taxi', 'tarantula', 'spider', 'millionaire', 'minister', 'cowboy', 'harlem manhattan new york city', 'precociousness', 'reference to judas', 'sermon', 'faith', 'prayer', 'whiteface', 'blackface', 'time lapse photography', 'revenge', 'baby', 'jailbreak', 'jail cell', 'jail', 'mother daughter relationship', 'father daughter relationship', 'reference to moondog', 'carnival', 'reference to jesus christ', 'crucifix', 'coughing', 'illness', 'biting the head off a chicken', 'underwater scene', 'falling from a train', 'falling off a bridge', 'bath', 'bathtub', 'fire', 'corpse', 'dead body', 'scalpel', 'autopsy', 'subway', 'nurse', 'knife attack', 'knife', 'reference to woody guthrie', 'reference to pete seegar', 'restaurant', 'cafe', 'eating', 'food', 'wine', 'awards banquet', 'film set', 'filmmaking', 'wheelchair', 'neck brace', 'boxcar', 'music producer', 'dressing', 'performance art', 'watching a movie', 'applause', 'theatre audience', 'theatre', 'bus', 'new jersey', 'riot', 'demonstration', 'reference to martin luther king jr.', 'entourage', 'newspaper', 'photograph comes to life', 'concert tour', 'fight', ""men's bathroom"", 'children', 'feminism', ""women's rights"", 'husband wife relationship', 'flash camera', 'camera', 'photograph', 'photographer', 'ex boyfriend ex girlfriend relationship', 'pianist', 'piano', 'gospel music', 'christianity', 'umbrella', 'rain', 'reference to lyndon johnson', 'dancing', 'limousine', 'hit over the head with a bottle', 'film within a film', 'microphone', 'activist', 'prophet', 'slow motion scene', 'freeze frame', 'christian', 'pentecostal', 'hibbing minnesota', 'poetry', 'painting', 'drug use', 'female nudity', 'politics', 'minnesota', 'on the road', 'electric guitar', 'male female relationship', 'guitarist', 'record player', 'recording', 'documentary footage', 'newsreel footage', 'drunkenness', 'drinking', 'drink', 'montage', 'telephone call', 'hitchhiking', 'male nudity', 'nudity', 'talking to the camera', 'subjective camera', 'civil rights', 'man with glasses', 'manhattan new york city', 'greenwich village manhattan new york city', 'bare chested male', 'multiple actors for one character', 'urinal', ""rock 'n' roll"", 'reference to the beatles', 'period in title', 'london 1960s', 'title ends with period', 'surrealism', 'sex', 'satire', 'lyricist', 'existentialism', 'evangelist', 'concert', 'bar', 'record album', 'price of fame', 'cult film', 'multiple storyline', 'rising star', 'rags to riches', 'protestor', 'neo western', 'horse', 'drug addict', 'divorce', 'black panthers', 'anti biopic', 'voice over narration', 'stockton california', 'press conference', 'preacher', 'reference to pat garrett', 'party', 'painter', 'reference to richard nixon', 'multiple perspectives', 'multiple personality', 'multiple identities', 'freight train', 'england', 'church choir', 'california', 'break up', 'reference to billy the kid', 'airport', 'airplane', 'airplane trip', 'small town', 'religious conversion', 'train station', 'nonlinear timeline', 'title based on song', 'vietnam war', 'vagabond', 'sunglasses', 'songwriter', 'poet', 'new york city', 'music festival', 'motorcycle', 'motorcycle accident', 'metamorphosis', 'london england', 'journalist', 'jewish', 'hippie', 'hermit', 'harmonica', 'guitar', 'drug overdose', 'coffeehouse', 'cigarette smoking', 'celebrity', 'blues music', 'beatnik', 'band', 'anti war', 'alienation', 'african american', '1950s', 'train', 'role played by multiple actors', 'ensemble cast', 'actress playing male role', 'hospital', 'drugs', 'drug addiction', 'coming of age', 'male rear nudity', 'male frontal nudity']",73,230.0,236,I'm Not There,6.9,"54,594"
